"ID","File Name","Command","Link","Alt Text","Created At","Type","Mime Type","Width","Height","Duration","Status","Errors"
"gid://shopify/MediaImage/12285049045155","HEXBlackOpt.jpg","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/HEXBlackOpt.jpg?v=1628272238","McDavid HEX® Leg Sleeves/Pair - On Model","2020-11-23 17:17:34 -0800","IMAGE","image/jpeg","1000","1000","","Ready",""
"gid://shopify/MediaImage/12287520374947","MD8817-1828-31_34_4e13ec1e-5545-470f-bddb-a4c4ed45f6fd.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD8817-1828-31_34_4e13ec1e-5545-470f-bddb-a4c4ed45f6fd.png?v=1606194843","Women's Recovery Max Tight - McDavid","2020-11-23 21:11:51 -0800","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/12297596207267","MD61002-03_AthleticTape_2-pk_Royal_5c8cb5f5-14f1-4cb4-993d-f5c5229d7654.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD61002-03_AthleticTape_2-pk_Royal_5c8cb5f5-14f1-4cb4-993d-f5c5229d7654.png?v=1606244852","Athletic Tape/10 Yds./2-Pack/Shrink Wrap - McDavid","2020-11-24 09:35:41 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12297667313827","MD61002-40_AthleticTape_2-pk_Scarlet_d2592859-04b9-4200-b4e3-008dcf83e5eb.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD61002-40_AthleticTape_2-pk_Scarlet_d2592859-04b9-4200-b4e3-008dcf83e5eb.png?v=1606239815","Athletic Tape/10 Yds./2-Pack/Shrink Wrap - McDavid","2020-11-24 09:40:38 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12297768829091","MD61002-02_AthleticTape_2-pk_White_c7876342-681d-4dbc-bb1f-5f9633ee0fa0.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD61002-02_AthleticTape_2-pk_White_c7876342-681d-4dbc-bb1f-5f9633ee0fa0.png?v=1606244858","Athletic Tape/10 Yds./2-Pack/Shrink Wrap - McDavid","2020-11-24 09:48:52 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12299453792419","md_8832_10krunnersocks_charcoalbrightyellow_1_4_97df0c14-6e23-4202-b67e-65470819bbb4.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_8832_10krunnersocks_charcoalbrightyellow_1_4_97df0c14-6e23-4202-b67e-65470819bbb4.png?v=1606248622","10K Runner Socks/Pair - McDavid","2020-11-24 12:09:40 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12457348235427","MD8816-1828-32_36_cd992d94-be91-4b28-9690-94e4ebfe7bc0.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD8816-1828-32_36_cd992d94-be91-4b28-9690-94e4ebfe7bc0.png?v=1607126985","Men's Recovery Max Shirt - McDavid","2020-12-04 16:07:32 -0800","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/12457392210083","MD8816-27-32_40_bb3db4e2-eebd-4614-b04a-63b74814e235.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD8816-27-32_40_bb3db4e2-eebd-4614-b04a-63b74814e235.png?v=1607127289","Men's Recovery Max Shirt - McDavid","2020-12-04 16:12:05 -0800","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/12457533767843","MD8818-1828-31_34_f21486a0-1f02-40ad-8da9-a858e950db4f.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD8818-1828-31_34_f21486a0-1f02-40ad-8da9-a858e950db4f.png?v=1607128013","Women's Recovery Max Shirt - McDavid","2020-12-04 16:25:31 -0800","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/12457618047139","MD_8815_MensRecoveryMaxTight_CharcoalHydroCamoBrightYellow_47769b4d-b80a-45c7-8551-e34364fa69a7.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD_8815_MensRecoveryMaxTight_CharcoalHydroCamoBrightYellow_47769b4d-b80a-45c7-8551-e34364fa69a7.png?v=1607128853","Men's Recovery Max Tight - McDavid","2020-12-04 16:36:36 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12457656516771","MD_8815_MensRecoveryMaxTight_BlackHydroCamoBrightTeal_5a418985-b4ae-4f83-9488-488ba986cd04.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD_8815_MensRecoveryMaxTight_BlackHydroCamoBrightTeal_5a418985-b4ae-4f83-9488-488ba986cd04.png?v=1607128917","Men's Recovery Max Tight - McDavid","2020-12-04 16:41:27 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12457846341795","MD_7260_SlidingShort_GRY_1000x1000_8dae13c3-b543-4167-bff7-b5afa9970e35.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD_7260_SlidingShort_GRY_1000x1000_8dae13c3-b543-4167-bff7-b5afa9970e35.png?v=1607130348","Womens HEX® Sliding Short - McDavid","2020-12-04 17:04:24 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12510452646051","6446X_Tech_1_9ea4462a-f8ed-4b93-a5af-487e4f9b5c14.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/6446X_Tech_1_9ea4462a-f8ed-4b93-a5af-487e4f9b5c14.png?v=1607424496","HEX® TUF Leg Sleeves/Pair - McDavid","2020-12-07 22:50:58 -0800","IMAGE","image/png","1001","1001","","Ready",""
"gid://shopify/MediaImage/12510452711587","md_6446x_hextuf_legsleeves_wht_2_09545964-1843-41cb-955f-b2082be69cd5.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_6446x_hextuf_legsleeves_wht_2_09545964-1843-41cb-955f-b2082be69cd5.png?v=1607410304","HEX® TUF Leg Sleeves/Pair - McDavid","2020-12-07 22:50:58 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12510452809891","MD_Product_Tech_2_1000x10000_a8f00c71-a00a-41c5-aba3-3926f6524f7c.jpg","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD_Product_Tech_2_1000x10000_a8f00c71-a00a-41c5-aba3-3926f6524f7c.jpg?v=1607410304","HEX® TUF Leg Sleeves/Pair - McDavid","2020-12-07 22:50:58 -0800","IMAGE","image/jpeg","1000","1000","","Ready",""
"gid://shopify/MediaImage/12510452842659","6446X_Hex_Close_Up_756de73a-de6e-4f2a-9013-f1ea169fcdfc.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/6446X_Hex_Close_Up_756de73a-de6e-4f2a-9013-f1ea169fcdfc.png?v=1607410304","HEX® TUF Leg Sleeves/Pair - McDavid","2020-12-07 22:50:58 -0800","IMAGE","image/png","1001","1001","","Ready",""
"gid://shopify/MediaImage/12510452875427","md18_website_hex_lifestyledetail_6446x-1_dce17683-b316-4f97-b8f5-ea0672e41808.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md18_website_hex_lifestyledetail_6446x-1_dce17683-b316-4f97-b8f5-ea0672e41808.png?v=1607410304","HEX® TUF Leg Sleeves/Pair - McDavid","2020-12-07 22:50:58 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12510452908195","md18_website_hex_lifestyledetail_6446x-3_a52eac0f-452d-4453-981d-81df9fb7fb54.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md18_website_hex_lifestyledetail_6446x-3_a52eac0f-452d-4453-981d-81df9fb7fb54.png?v=1607410304","HEX® TUF Leg Sleeves/Pair - McDavid","2020-12-07 22:50:58 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12510720393379","md_7930_wh_shirt_a1_clip_hr_3_8d243c9e-7f1b-4f30-abe9-5e94997f6a4e.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_7930_wh_shirt_a1_clip_hr_3_8d243c9e-7f1b-4f30-abe9-5e94997f6a4e.png?v=1607424532","HEX® Sleeveless Shirt/3-Pad - McDavid","2020-12-07 23:08:26 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12510852153507","md18_website_hex_lifestyledetail_6500-1_f65824c5-3668-407f-aa30-89f2b391f83f.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md18_website_hex_lifestyledetail_6500-1_f65824c5-3668-407f-aa30-89f2b391f83f.png?v=1667945403","HEX® Shooter Arm Sleeve/Single - McDavid","2020-12-07 23:19:11 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12510852186275","md18_website_hex_lifestyledetail_6500-3_38167d2b-5f9c-42e9-a4fe-7908b9699cf6.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md18_website_hex_lifestyledetail_6500-3_38167d2b-5f9c-42e9-a4fe-7908b9699cf6.png?v=1667945403","HEX® Shooter Arm Sleeve/Single - McDavid","2020-12-07 23:19:11 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12510852251811","6500_Tech_1_51fb7415-defd-4ce6-978a-deb16f3f29d9.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/6500_Tech_1_51fb7415-defd-4ce6-978a-deb16f3f29d9.png?v=1667945403","HEX® Shooter Arm Sleeve/Single - McDavid","2020-12-07 23:19:11 -0800","IMAGE","image/png","1001","1001","","Ready",""
"gid://shopify/MediaImage/12510852284579","md18_website_hex_lifestyledetail_6500-2_960d7015-20a2-4595-a8a1-37a97a7429dd.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md18_website_hex_lifestyledetail_6500-2_960d7015-20a2-4595-a8a1-37a97a7429dd.png?v=1667945403","HEX® Shooter Arm Sleeve/Single - McDavid","2020-12-07 23:19:11 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12510852448419","md_6500_hex_shooterarmsleeve_mgrid_1000x1000-2_1_2_f613fdeb-1f89-47c8-944d-210e55a4c405.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_6500_hex_shooterarmsleeve_mgrid_1000x1000-2_1_2_f613fdeb-1f89-47c8-944d-210e55a4c405.png?v=1607411990","HEX® Shooter Arm Sleeve/Single - McDavid","2020-12-07 23:19:11 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12510917918883","md18_website_hex_lifestyledetail_6500-1_cce53134-9af0-4bf5-966f-1f57ab03ac19.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md18_website_hex_lifestyledetail_6500-1_cce53134-9af0-4bf5-966f-1f57ab03ac19.png?v=1697587734","McDavid HEX® Shooter Arm Sleeve/Single - Tech Call Out 1 - New HEX® Contours Around Elbow for Ultimate Protection","2020-12-07 23:24:15 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12510917951651","md18_website_hex_lifestyledetail_6500-3_83f1ea84-9fdc-482b-9107-c41cf267755d.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md18_website_hex_lifestyledetail_6500-3_83f1ea84-9fdc-482b-9107-c41cf267755d.png?v=1697587734","McDavid HEX® Shooter Arm Sleeve/Single - Tech Call Out 2 - Prevents Abrasions and Scratches from Surfaces","2020-12-07 23:24:15 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12510917984419","6500_Tech_1_3ebe76b9-9e48-4fdc-aaff-509d6e1708ff.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/6500_Tech_1_3ebe76b9-9e48-4fdc-aaff-509d6e1708ff.png?v=1667945425","McDavid HEX® Shooter Arm Sleeve/Single – Tech Callouts: 1) hDc® Moisture Management Technology keeps pad cool and dry | 2) Anatomical 9mm HEX® Technology contours around elbow","2020-12-07 23:24:15 -0800","IMAGE","image/png","1001","1001","","Ready",""
"gid://shopify/MediaImage/12510918017187","md18_website_hex_lifestyledetail_6500-2_1edd3fec-ce67-425b-bba9-277003516de4.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md18_website_hex_lifestyledetail_6500-2_1edd3fec-ce67-425b-bba9-277003516de4.png?v=1697587734","McDavid HEX® Shooter Arm Sleeve/Single - Tech Call Out 3 - Dry and Cool via hDc® Moisture Management Tech","2020-12-07 23:24:15 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12510918082723","MD_6500_Lifestyle-2_5dacbc31-a3e6-47bf-bca6-c320311d3da0.jpg","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD_6500_Lifestyle-2_5dacbc31-a3e6-47bf-bca6-c320311d3da0.jpg?v=1697587734","McDavid HEX® Shooter Arm Sleeve/Single Lifestyle Image - Youth Football Player Wearing HEX Shooter Arm Sleeve/Single","2020-12-07 23:24:15 -0800","IMAGE","image/jpeg","1000","1000","","Ready",""
"gid://shopify/MediaImage/12510918115491","md_6500_hex_shooterarmsleeve_nvy_1000x1000-2_4_9f301719-b4e0-42b9-86bd-bd4c3df64d88.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_6500_hex_shooterarmsleeve_nvy_1000x1000-2_4_9f301719-b4e0-42b9-86bd-bd4c3df64d88.png?v=1607412351","McDavid HEX® Shooter Arm Sleeve/Single - Navy Blue - Front View","2020-12-07 23:24:15 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12511032344739","md_6500_hex_shooterarmsleeve_ryl_1000x1000_4_f3f99118-5779-4b7f-b609-23d9e067cbd5.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_6500_hex_shooterarmsleeve_ryl_1000x1000_4_f3f99118-5779-4b7f-b609-23d9e067cbd5.png?v=1607413068","McDavid HEX® Shooter Arm Sleeve/Single - Royal Blue - Front View","2020-12-07 23:34:21 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12511032377507","md18_website_hex_lifestyledetail_6500-1_985a63a7-0cfa-4eae-9911-e5d6fd086891.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md18_website_hex_lifestyledetail_6500-1_985a63a7-0cfa-4eae-9911-e5d6fd086891.png?v=1697587649","McDavid HEX® Shooter Arm Sleeve/Single - Tech Call Out 1 - New HEX® Contours Around Elbow for Ultimate Protection","2020-12-07 23:34:21 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12511032410275","md18_website_hex_lifestyledetail_6500-3_a8876582-9214-4887-b767-215883b10c7b.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md18_website_hex_lifestyledetail_6500-3_a8876582-9214-4887-b767-215883b10c7b.png?v=1697587649","McDavid HEX® Shooter Arm Sleeve/Single - Tech Call Out 2 - Prevents Abrasions and Scratches from Surfaces","2020-12-07 23:34:21 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12511032443043","6500_Tech_1_400c92fa-7517-4289-a494-e09f79feafef.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/6500_Tech_1_400c92fa-7517-4289-a494-e09f79feafef.png?v=1690573770","McDavid HEX® Shooter Arm Sleeve/Single – Tech Callouts: 1) hDc® Moisture Management Technology keeps pad cool and dry | 2) Anatomical 9mm HEX® Technology contours around elbow","2020-12-07 23:34:22 -0800","IMAGE","image/png","1001","1001","","Ready",""
"gid://shopify/MediaImage/12511032475811","md18_website_hex_lifestyledetail_6500-2_d841d249-b38a-47c1-aedd-3d54fc326481.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md18_website_hex_lifestyledetail_6500-2_d841d249-b38a-47c1-aedd-3d54fc326481.png?v=1697587649","McDavid HEX® Shooter Arm Sleeve/Single - Tech Call Out 3 - Dry and Cool via hDc® Moisture Management Tech","2020-12-07 23:34:22 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12511032541347","MD_6500_Lifestyle-2_afc78060-71a2-4891-860a-b76f362918ed.jpg","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD_6500_Lifestyle-2_afc78060-71a2-4891-860a-b76f362918ed.jpg?v=1697587649","McDavid HEX® Shooter Arm Sleeve/Single Lifestyle Image - Youth Football Player Wearing HEX Shooter Arm Sleeve/Single","2020-12-07 23:34:22 -0800","IMAGE","image/jpeg","1000","1000","","Ready",""
"gid://shopify/MediaImage/12516473962659","md18_website_hex_lifestyledetail_6500-1_7f1e0f81-85b6-4c19-9cdd-3cbb2ad9c9f1.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md18_website_hex_lifestyledetail_6500-1_7f1e0f81-85b6-4c19-9cdd-3cbb2ad9c9f1.png?v=1697587557","McDavid HEX® Shooter Arm Sleeve/Single - Tech Call Out 1 - New HEX® Contours Around Elbow for Ultimate Protection","2020-12-08 07:50:14 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12516473995427","md18_website_hex_lifestyledetail_6500-3_45c58f99-0cf6-406e-9d96-f0cbc41f9bd4.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md18_website_hex_lifestyledetail_6500-3_45c58f99-0cf6-406e-9d96-f0cbc41f9bd4.png?v=1697587557","McDavid HEX® Shooter Arm Sleeve/Single - Tech Call Out 2 - Prevents Abrasions and Scratches from Surfaces","2020-12-08 07:50:14 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12516474028195","6500_Tech_1_ae0e163a-c26e-44f0-a553-f8a9e903c234.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/6500_Tech_1_ae0e163a-c26e-44f0-a553-f8a9e903c234.png?v=1667945511","McDavid HEX® Shooter Arm Sleeve/Single – Tech Callouts: 1) hDc® Moisture Management Technology keeps pad cool and dry | 2) Anatomical 9mm HEX® Technology contours around elbow","2020-12-08 07:50:14 -0800","IMAGE","image/png","1001","1001","","Ready",""
"gid://shopify/MediaImage/12516474060963","md18_website_hex_lifestyledetail_6500-2_1355bb4d-94ee-4d6c-b40e-9a0b941af370.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md18_website_hex_lifestyledetail_6500-2_1355bb4d-94ee-4d6c-b40e-9a0b941af370.png?v=1697587557","McDavid HEX® Shooter Arm Sleeve/Single - Tech Call Out 3 - Dry and Cool via hDc® Moisture Management Tech","2020-12-08 07:50:14 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12516474093731","md_6500_hex_shooterarmsleeve_scarlet_1000x1000_4_cfd1ca39-3b4d-4b2f-918f-539186ea89cc.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_6500_hex_shooterarmsleeve_scarlet_1000x1000_4_cfd1ca39-3b4d-4b2f-918f-539186ea89cc.png?v=1607442707","McDavid HEX® Shooter Arm Sleeve/Single - Red - Front View","2020-12-08 07:50:14 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12516474126499","MD_6500_Lifestyle-2_90994bb8-cd30-4c5b-aed0-e089b44f327c.jpg","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD_6500_Lifestyle-2_90994bb8-cd30-4c5b-aed0-e089b44f327c.jpg?v=1697587557","McDavid HEX® Shooter Arm Sleeve/Single Lifestyle Image - Youth Football Player Wearing HEX Shooter Arm Sleeve/Single","2020-12-08 07:50:14 -0800","IMAGE","image/jpeg","1000","1000","","Ready",""
"gid://shopify/MediaImage/12516523638947","md_6500_hex_shooterarmsleeve_wht_1000x1000_2_57b0de83-93db-44ae-a20f-61b5715e3137.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_6500_hex_shooterarmsleeve_wht_1000x1000_2_57b0de83-93db-44ae-a20f-61b5715e3137.png?v=1607443067","McDavid HEX® Shooter Arm Sleeve/Single - White - Front View","2020-12-08 07:56:03 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12516523704483","md18_website_hex_lifestyledetail_6500-1_0107e8e2-2efd-49aa-a528-329928491c87.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md18_website_hex_lifestyledetail_6500-1_0107e8e2-2efd-49aa-a528-329928491c87.png?v=1697586941","McDavid HEX® Shooter Arm Sleeve/Single - Tech Call Out 1 - New HEX® Contours Around Elbow for Ultimate Protection","2020-12-08 07:56:03 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12516523737251","md18_website_hex_lifestyledetail_6500-3_23835c44-0adc-4314-98dd-ae872decb8b3.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md18_website_hex_lifestyledetail_6500-3_23835c44-0adc-4314-98dd-ae872decb8b3.png?v=1697586941","McDavid HEX® Shooter Arm Sleeve/Single - Tech Call Out 2 - Prevents Abrasions and Scratches from Surfaces","2020-12-08 07:56:03 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12516523770019","6500_Tech_1_9f738299-5a19-411b-bbec-5994224e7df2.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/6500_Tech_1_9f738299-5a19-411b-bbec-5994224e7df2.png?v=1667945526","McDavid HEX® Shooter Arm Sleeve/Single – Tech Callouts: 1) hDc® Moisture Management Technology keeps pad cool and dry | 2) Anatomical 9mm HEX® Technology contours around elbow","2020-12-08 07:56:03 -0800","IMAGE","image/png","1001","1001","","Ready",""
"gid://shopify/MediaImage/12516523802787","md18_website_hex_lifestyledetail_6500-2_ce5892ac-d548-447c-be06-4de48258b8d4.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md18_website_hex_lifestyledetail_6500-2_ce5892ac-d548-447c-be06-4de48258b8d4.png?v=1697586941","McDavid HEX® Shooter Arm Sleeve/Single - Tech Call Out 3 - Dry and Cool via hDc® Moisture Management Tech","2020-12-08 07:56:03 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12516523868323","MD_6500_Lifestyle-2_85254e47-63cf-4cc8-9fbb-2297bb7440b8.jpg","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD_6500_Lifestyle-2_85254e47-63cf-4cc8-9fbb-2297bb7440b8.jpg?v=1697586941","McDavid HEX® Shooter Arm Sleeve/Single Lifestyle Image - Youth Football Player Wearing HEX Shooter Arm Sleeve/Single","2020-12-08 07:56:03 -0800","IMAGE","image/jpeg","1000","1000","","Ready",""
"gid://shopify/MediaImage/12516555096227","6500-lp_6e1854c1-c2cc-4e87-9ae6-27aa3c348dfb.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/6500-lp_6e1854c1-c2cc-4e87-9ae6-27aa3c348dfb.png?v=1607443178","McDavid HEX® Shooter Arm Sleeve/Single - Light Pink - Front View","2020-12-08 07:59:38 -0800","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/12516555128995","md18_website_hex_lifestyledetail_6500-1_cdb0c65f-9596-4907-a0d3-80a54f25218e.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md18_website_hex_lifestyledetail_6500-1_cdb0c65f-9596-4907-a0d3-80a54f25218e.png?v=1697587474","McDavid HEX® Shooter Arm Sleeve/Single - Tech Call Out 1 - New HEX® Contours Around Elbow for Ultimate Protection","2020-12-08 07:59:38 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12516555161763","md18_website_hex_lifestyledetail_6500-3_3e900fe8-1b58-468a-a286-6f0a328b102a.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md18_website_hex_lifestyledetail_6500-3_3e900fe8-1b58-468a-a286-6f0a328b102a.png?v=1697587474","McDavid HEX® Shooter Arm Sleeve/Single - Tech Call Out 2 - Prevents Abrasions and Scratches from Surfaces","2020-12-08 07:59:38 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12516555194531","6500_Tech_1_883b9bf4-b4d9-4c3a-9b92-9cc86b0b797a.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/6500_Tech_1_883b9bf4-b4d9-4c3a-9b92-9cc86b0b797a.png?v=1667945558","McDavid HEX® Shooter Arm Sleeve/Single – Tech Callouts: 1) hDc® Moisture Management Technology keeps pad cool and dry | 2) Anatomical 9mm HEX® Technology contours around elbowd","2020-12-08 07:59:38 -0800","IMAGE","image/png","1001","1001","","Ready",""
"gid://shopify/MediaImage/12517283627171","MD_7374_HexThudd5Pad3Quarter_WHT_c3fdd79e-53e3-4e60-a108-8e2273604c7d.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD_7374_HexThudd5Pad3Quarter_WHT_c3fdd79e-53e3-4e60-a108-8e2273604c7d.png?v=1607447186","HEX® Thudd 5-Pad 3/4 Tight - McDavid","2020-12-08 09:02:18 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12517283659939","MD_7374_HexThudd5Pad3Quarter_WHT_Front_f3d258f8-c914-43b8-84b1-3435dcc08f83.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD_7374_HexThudd5Pad3Quarter_WHT_Front_f3d258f8-c914-43b8-84b1-3435dcc08f83.png?v=1607447186","HEX® Thudd 5-Pad 3/4 Tight - McDavid","2020-12-08 09:02:18 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12517283692707","MD_7374_HexThudd5Pad3Quarter_WHT_Back_2cbea8d8-1df5-4155-8c58-1a702dd6c840.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/MD_7374_HexThudd5Pad3Quarter_WHT_Back_2cbea8d8-1df5-4155-8c58-1a702dd6c840.png?v=1607447186","HEX® Thudd 5-Pad 3/4 Tight - McDavid","2020-12-08 09:02:18 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12517866864803","733-gr_f4e13939-d55f-48af-b114-0d9390a02db5.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/733-gr_f4e13939-d55f-48af-b114-0d9390a02db5.png?v=1607449379","HEX® Girdle/2-Pocket - McDavid","2020-12-08 09:42:42 -0800","IMAGE","image/png","642","595","","Ready",""
"gid://shopify/MediaImage/12518020350115","md_731_w_short_a1_clip_hr_3443854f-a02b-426a-a48d-9e58c5697b26.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_731_w_short_a1_clip_hr_3443854f-a02b-426a-a48d-9e58c5697b26.png?v=1607449998","Girdle/5-Pocket - McDavid","2020-12-08 09:52:31 -0800","IMAGE","image/png","1000","1000","","Ready",""
"gid://shopify/MediaImage/12518193004707","md_7413-7414_short_gr_clip_hr_992ebd17-cba9-47de-bbb8-b10e9122a987.png","MERGE","https://cdn.shopify.com/s/files/1/0096/9926/2560/products/md_7413-7414_short_gr_clip_hr_992ebd17-cba9-47de-bbb8-b10e9122a987.png?v=1607466998","Rival™ Integrated Girdle w/Hard-Shell Thigh Guards - McDavid","2020-12-08 10:03:31 -0800","IMAGE","image/png","1000","1000","","Ready",""
